llm,repeat,step,material_system,composition,composition_short,anneal_T_C,predicted_overpotential_V,actual_overpotential_V,predicted_molar_change,actual_molar_change,hypervolume,n_remaining
claude_opus4.6,5,12,Co-Mn-Ti-O,"{'Co': 0.89163, 'Mn': 0.04283, 'Ti': 0.06554}",Co:0.8916 Mn:0.0428 Ti:0.0655,700,0.68,0.730612,0.02,0.048455,2.331447,2276
claude_opus4.6,10,10,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",Co:0.8919 Hf:0.0828 Zr:0.0254,400,0.632,0.631938,0.11,0.095946,2.331447,2278
claude_opus4.6,8,11,Co-Sb-Zr-O,"{""Co"": 0.9285245421799492, ""Sb"": 0.005562501918475885, ""Zr"": 0.06591295590157487}",Co:0.9285 Sb:0.0056 Zr:0.0659,550,0.635,0.649395,0.055,0.104446,2.333529,2277
claude_opus4.6,9,12,Co-Mn-Ti-O,"{'Co': 0.89163, 'Mn': 0.04283, 'Ti': 0.06554}",Co:0.8916 Mn:0.0428 Ti:0.0655,700,0.64,0.730612,0.02,0.048455,2.331447,2276
claude_opus4.6,6,12,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",Co:0.8919 Hf:0.0828 Zr:0.0254,400,0.628,0.631938,0.11,0.095946,2.331447,2276
claude_opus4.6,4,12,Co-Nb-Zr-O,"{""Co"": 0.8042304308868713, ""Nb"": 0.0, ""Zr"": 0.19576956911312876}",Co:0.8042 Nb:0.0000 Zr:0.1958,550,0.618,0.633657,0.05,0.072303,2.369488,2276
claude_opus4.6,7,12,Co-Sb-Zr-O,"{""Co"": 0.9285245421799492, ""Sb"": 0.005562501918475885, ""Zr"": 0.06591295590157487}",Co:0.9285 Sb:0.0056 Zr:0.0659,550,0.635,0.649395,0.06,0.104446,2.330703,2276
claude_opus4.6,3,13,Co-Nb-Sn-O,"{'Co': 0.98893, 'Nb': 0.00621, 'Sn': 0.00486}",Co:0.9889 Nb:0.0062 Sn:0.0049,550,0.66,0.673804,0.05,0.054896,2.127635,2275
claude_opus4.6,2,13,Co-Mn-Ti-O,"{'Co': 0.85661, 'Mn': 0.04923, 'Ti': 0.09416}",Co:0.8566 Mn:0.0492 Ti:0.0942,700,0.725,0.718664,0.04,0.069331,2.330703,2275
claude_opus4.6,5,13,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",Co:0.8919 Hf:0.0828 Zr:0.0254,400,0.625,0.631938,0.11,0.095946,2.331447,2275
claude_opus4.6,1,14,Co-Nb-Sn-O,"{'Co': 0.90352, 'Nb': 0.07348, 'Sn': 0.023}",Co:0.9035 Nb:0.0735 Sn:0.0230,550,0.695,0.698773,-0.01,0.008679,2.127586,2274
claude_opus4.6,8,12,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",Co:0.8919 Hf:0.0828 Zr:0.0254,400,0.628,0.631938,0.09,0.095946,2.333529,2276
claude_opus4.6,10,11,Co-Nb-Sn-O,"{'Co': 0.96352, 'Nb': 0.02778, 'Sn': 0.0087}",Co:0.9635 Nb:0.0278 Sn:0.0087,550,0.64,0.66479,0.04,0.147314,2.331447,2277
claude_opus4.6,6,13,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",Co:0.8068 Hf:0.0856 Zr:0.1076,400,0.645,0.666918,0.08,0.140154,2.331447,2275
claude_opus4.6,9,13,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",Co:0.8068 Hf:0.0856 Zr:0.1076,400,0.635,0.666918,0.11,0.140154,2.331447,2275
claude_opus4.6,3,14,Co-Nb-Sn-O,"{'Co': 0.93479, 'Nb': 0.04883, 'Sn': 0.01638}",Co:0.9348 Nb:0.0488 Sn:0.0164,550,0.67,0.674872,0.015,0.033117,2.127635,2274
claude_opus4.6,4,13,Co-Fe-Zr-O,"{""Co"": 0.8188650241128057, ""Fe"": 0.08201795716851885, ""Zr"": 0.09911701871867538}",Co:0.8189 Fe:0.0820 Zr:0.0991,550,0.635,0.624498,0.045,0.073694,2.369488,2275
claude_opus4.6,7,13,Co-Mn-Ti-O,"{'Co': 0.80959, 'Mn': 0.03406, 'Ti': 0.15635}",Co:0.8096 Mn:0.0341 Ti:0.1563,700,0.71,0.730251,0.02,0.044257,2.330791,2275
claude_opus4.6,2,14,Co-Hf-Zr-O,"{""Co"": 0.7843147611321953, ""Hf"": 0.18877202584621292, ""Zr"": 0.026913213021591702}",Co:0.7843 Hf:0.1888 Zr:0.0269,400,0.635,0.666494,0.11,0.139648,2.330703,2274
claude_opus4.6,8,13,Co-Nb-Sn-O,"{'Co': 0.96352, 'Nb': 0.02778, 'Sn': 0.0087}",Co:0.9635 Nb:0.0278 Sn:0.0087,550,0.67,0.66479,0.035,0.147314,2.333529,2275
claude_opus4.6,1,15,Co-Nb-Sn-O,"{'Co': 0.92733, 'Nb': 0.05021, 'Sn': 0.02246}",Co:0.9273 Nb:0.0502 Sn:0.0225,550,0.678,0.677795,0.01,0.068951,2.127586,2273
claude_opus4.6,5,14,Co-Hf-Zr-O,"{""Co"": 0.8373369739746543, ""Hf"": 0.12618943132263527, ""Zr"": 0.0364735947027104}",Co:0.8373 Hf:0.1262 Zr:0.0365,550,0.635,0.638224,0.11,0.127863,2.331447,2274
claude_opus4.6,10,12,Co-Hf-Zr-O,"{""Co"": 0.7398875460743165, ""Hf"": 0.09778125156169153, ""Zr"": 0.16233120236399187}",Co:0.7399 Hf:0.0978 Zr:0.1623,550,0.645,0.683185,0.065,0.064834,2.331447,2276
claude_opus4.6,9,14,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",Co:0.8919 Hf:0.0828 Zr:0.0254,400,0.632,0.631938,0.13,0.095946,2.331447,2274
claude_opus4.6,6,14,Co-Hf-Zr-O,"{""Co"": 0.8373369739746543, ""Hf"": 0.12618943132263527, ""Zr"": 0.0364735947027104}",Co:0.8373 Hf:0.1262 Zr:0.0365,550,0.638,0.638224,0.09,0.127863,2.331447,2274
claude_opus4.6,3,15,Co-Mn-Zr-O,"{""Co"": 0.942445513983409, ""Mn"": 0.04736440779355744, ""Zr"": 0.010190078223033465}",Co:0.9424 Mn:0.0474 Zr:0.0102,550,0.665,0.770922,-0.005,0.447128,2.127635,2273
claude_opus4.6,8,14,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",Co:0.8068 Hf:0.0856 Zr:0.1076,400,0.635,0.666918,0.08,0.140154,2.333529,2274
claude_opus4.6,7,14,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",Co:0.8919 Hf:0.0828 Zr:0.0254,400,0.62,0.631938,0.12,0.095946,2.330791,2274
claude_opus4.6,4,14,Co-Sb-Zr-O,"{""Co"": 0.7553729256605235, ""Sb"": 0.015253478736914995, ""Zr"": 0.22937359560256151}",Co:0.7554 Sb:0.0153 Zr:0.2294,550,0.63,1.041386,0.05,0.079945,2.369488,2274
claude_opus4.6,2,15,Co-Mn-Ti-O,"{'Co': 0.79973, 'Mn': 0.09325, 'Ti': 0.10702}",Co:0.7997 Mn:0.0932 Ti:0.1070,550,0.71,0.722054,-0.005,0.07781,2.330703,2273
claude_opus4.6,1,16,Co-Hf-Zr-O,"{""Co"": 0.9544679253365075, ""Hf"": 0.03729647256231155, ""Zr"": 0.008235602101180992}",Co:0.9545 Hf:0.0373 Zr:0.0082,550,0.67,0.630033,0.01,0.073985,2.318023,2272
claude_opus4.6,5,15,Co-Mn-Ti-O,"{'Co': 0.85661, 'Mn': 0.04923, 'Ti': 0.09416}",Co:0.8566 Mn:0.0492 Ti:0.0942,700,0.72,0.718664,0.03,0.069331,2.331447,2273
claude_opus4.6,9,15,Co-Mn-Ti-O,"{'Co': 0.85661, 'Mn': 0.04923, 'Ti': 0.09416}",Co:0.8566 Mn:0.0492 Ti:0.0942,700,0.725,0.718664,0.04,0.069331,2.331447,2273
claude_opus4.6,10,13,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",Co:0.8068 Hf:0.0856 Zr:0.1076,400,0.635,0.666918,0.095,0.140154,2.331447,2275
claude_opus4.6,6,15,Co-Hf-Zr-O,"{""Co"": 0.7398875460743165, ""Hf"": 0.09778125156169153, ""Zr"": 0.16233120236399187}",Co:0.7399 Hf:0.0978 Zr:0.1623,550,0.645,0.683185,0.11,0.064834,2.331447,2273
claude_opus4.6,4,15,Co-Hf-Zr-O,"{""Co"": 0.7398875460743165, ""Hf"": 0.09778125156169153, ""Zr"": 0.16233120236399187}",Co:0.7399 Hf:0.0978 Zr:0.1623,550,0.635,0.683185,0.055,0.064834,2.369488,2273
claude_opus4.6,8,15,Co-Nb-Sn-O,"{'Co': 0.9408243545349935, 'Nb': 0.03969243468319845, 'Sn': 0.0194832107818081}",Co:0.9408 Nb:0.0397 Sn:0.0195,550,0.662,0.660954,0.018,0.025528,2.333815,2273
claude_opus4.6,7,15,Co-Hf-Zr-O,"{""Co"": 0.7398875460743165, ""Hf"": 0.09778125156169153, ""Zr"": 0.16233120236399187}",Co:0.7399 Hf:0.0978 Zr:0.1623,550,0.645,0.683185,0.065,0.064834,2.330791,2273
claude_opus4.6,3,16,Co-Hf-Zr-O,"{""Co"": 0.9544679253365075, ""Hf"": 0.03729647256231155, ""Zr"": 0.008235602101180992}",Co:0.9545 Hf:0.0373 Zr:0.0082,550,0.66,0.630033,-0.01,0.073985,2.318072,2272
claude_opus4.6,5,16,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",Co:0.8068 Hf:0.0856 Zr:0.1076,400,0.635,0.666918,0.11,0.140154,2.331447,2272
claude_opus4.6,1,17,Co-Hf-Zr-O,"{""Co"": 0.8897377184468366, ""Hf"": 0.06914546553415242, ""Zr"": 0.041116816019010925}",Co:0.8897 Hf:0.0691 Zr:0.0411,550,0.64,0.641705,0.03,0.129043,2.318023,2271
claude_opus4.6,2,16,Co-Nb-Sn-O,"{'Co': 0.98034, 'Nb': 0.01413, 'Sn': 0.00553}",Co:0.9803 Nb:0.0141 Sn:0.0055,550,0.665,0.665961,0.04,0.046361,2.331447,2272
claude_opus4.6,10,14,Co-Hf-Zr-O,"{""Co"": 0.6127436265711366, ""Hf"": 0.14559291750969552, ""Zr"": 0.24166345591916794}",Co:0.6127 Hf:0.1456 Zr:0.2417,550,0.675,0.71855,0.055,0.047575,2.331447,2274
claude_opus4.6,9,16,Co-Hf-Zr-O,"{""Co"": 0.7398875460743165, ""Hf"": 0.09778125156169153, ""Zr"": 0.16233120236399187}",Co:0.7399 Hf:0.0978 Zr:0.1623,550,0.645,0.683185,0.11,0.064834,2.331447,2272
claude_opus4.6,3,17,Co-Hf-Zr-O,"{""Co"": 0.8897377184468366, ""Hf"": 0.06914546553415242, ""Zr"": 0.041116816019010925}",Co:0.8897 Hf:0.0691 Zr:0.0411,550,0.64,0.641705,0.035,0.129043,2.318072,2271
claude_opus4.6,8,16,Co-Hf-Zr-O,"{""Co"": 0.7843147611321953, ""Hf"": 0.18877202584621292, ""Zr"": 0.026913213021591702}",Co:0.7843 Hf:0.1888 Zr:0.0269,400,0.635,0.666494,0.11,0.139648,2.333815,2272
claude_opus4.6,7,16,Co-Hf-Zr-O,"{""Co"": 0.6127436265711366, ""Hf"": 0.14559291750969552, ""Zr"": 0.24166345591916794}",Co:0.6127 Hf:0.1456 Zr:0.2417,550,0.665,0.71855,0.05,0.047575,2.330876,2272
claude_opus4.6,5,17,Co-Hf-Zr-O,"{""Co"": 0.7843147611321953, ""Hf"": 0.18877202584621292, ""Zr"": 0.026913213021591702}",Co:0.7843 Hf:0.1888 Zr:0.0269,400,0.635,0.666494,0.11,0.139648,2.331447,2271
claude_opus4.6,2,17,Co-Mn-Ti-O,"{'Co': 0.82021, 'Mn': 0.04888, 'Ti': 0.1309}",Co:0.8202 Mn:0.0489 Ti:0.1309,700,0.705,0.73501,0.035,0.074959,2.331447,2271
claude_opus4.6,1,18,Co-Mn-Zr-O,"{""Co"": 0.942445513983409, ""Mn"": 0.04736440779355744, ""Zr"": 0.010190078223033465}",Co:0.9424 Mn:0.0474 Zr:0.0102,550,0.635,0.770922,0.04,0.447128,2.318023,2270
claude_opus4.6,6,16,Co-Hf-Zr-O,"{""Co"": 0.7843147611321953, ""Hf"": 0.18877202584621292, ""Zr"": 0.026913213021591702}",Co:0.7843 Hf:0.1888 Zr:0.0269,400,0.635,0.666494,0.11,0.139648,2.331447,2272
claude_opus4.6,4,16,Co-Fe-Zr-O,"{""Co"": 0.8018703801169523, ""Fe"": 0.11821826135892122, ""Zr"": 0.07991135852412652}",Co:0.8019 Fe:0.1182 Zr:0.0799,550,0.62,0.679293,0.065,0.141847,2.369488,2272
claude_opus4.6,10,15,Co-Nb-Zr-O,"{""Co"": 0.9261011513357204, ""Nb"": 0.04401896558177074, ""Zr"": 0.029879883082508794}",Co:0.9261 Nb:0.0440 Zr:0.0299,550,0.64,0.645971,0.06,0.035776,2.333105,2273
claude_opus4.6,8,17,Co-Nb-Sn-O,"{'Co': 0.94772, 'Nb': 0.04372, 'Sn': 0.00855}",Co:0.9477 Nb:0.0437 Sn:0.0086,550,0.662,0.690891,0.018,0.021932,2.333815,2271
claude_opus4.6,3,18,Co-Hf-Zr-O,"{""Co"": 0.9602649453036065, ""Hf"": 0.02850586374353717, ""Zr"": 0.011229190952856257}",Co:0.9603 Hf:0.0285 Zr:0.0112,400,0.635,0.62687,0.04,0.13626,2.337355,2270
claude_opus4.6,9,17,Co-Mn-Ti-O,"{'Co': 0.82021, 'Mn': 0.04888, 'Ti': 0.1309}",Co:0.8202 Mn:0.0489 Ti:0.1309,700,0.715,0.73501,0.035,0.074959,2.331447,2271
claude_opus4.6,7,17,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",Co:0.8068 Hf:0.0856 Zr:0.1076,400,0.635,0.666918,0.09,0.140154,2.330876,2271
claude_opus4.6,1,19,Co-Hf-Zr-O,"{""Co"": 0.9602649453036065, ""Hf"": 0.02850586374353717, ""Zr"": 0.011229190952856257}",Co:0.9603 Hf:0.0285 Zr:0.0112,400,0.625,0.62687,0.05,0.13626,2.337305,2269
claude_opus4.6,2,18,Co-Hf-Zr-O,"{""Co"": 0.7398875460743165, ""Hf"": 0.09778125156169153, ""Zr"": 0.16233120236399187}",Co:0.7399 Hf:0.0978 Zr:0.1623,550,0.635,0.683185,0.095,0.064834,2.331447,2270
claude_opus4.6,5,18,Co-Sb-Zr-O,"{""Co"": 0.9285245421799492, ""Sb"": 0.005562501918475885, ""Zr"": 0.06591295590157487}",Co:0.9285 Sb:0.0056 Zr:0.0659,550,0.635,0.649395,0.08,0.104446,2.331447,2270
claude_opus4.6,6,17,Co-Fe-Zr-O,"{""Co"": 0.8188650241128057, ""Fe"": 0.08201795716851885, ""Zr"": 0.09911701871867538}",Co:0.8189 Fe:0.0820 Zr:0.0991,550,0.64,0.624498,0.08,0.073694,2.346266,2271
claude_opus4.6,10,16,Co-Nb-Zr-O,"{""Co"": 0.8593239793489539, ""Nb"": 0.04272475548422236, ""Zr"": 0.09795126516682379}",Co:0.8593 Nb:0.0427 Zr:0.0980,550,0.648,0.626091,0.03,0.062305,2.33833,2272
claude_opus4.6,4,17,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",Co:0.8068 Hf:0.0856 Zr:0.1076,400,0.635,0.666918,0.055,0.140154,2.369488,2271
claude_opus4.6,3,19,Co-Hf-Zr-O,"{""Co"": 0.8373369739746543, ""Hf"": 0.12618943132263527, ""Zr"": 0.0364735947027104}",Co:0.8373 Hf:0.1262 Zr:0.0365,550,0.635,0.638224,0.05,0.127863,2.337355,2269
claude_opus4.6,9,18,Co-Hf-Zr-O,"{""Co"": 0.7843147611321953, ""Hf"": 0.18877202584621292, ""Zr"": 0.026913213021591702}",Co:0.7843 Hf:0.1888 Zr:0.0269,400,0.635,0.666494,0.09,0.139648,2.331447,2270
claude_opus4.6,7,18,Co-Nb-Zr-O,"{""Co"": 0.8741137104765964, ""Nb"": 0.0, ""Zr"": 0.1258862895234036}",Co:0.8741 Nb:0.0000 Zr:0.1259,550,0.625,0.632519,0.065,0.060041,2.331452,2270
claude_opus4.6,8,18,Co-Hf-Zr-O,"{""Co"": 0.7398875460743165, ""Hf"": 0.09778125156169153, ""Zr"": 0.16233120236399187}",Co:0.7399 Hf:0.0978 Zr:0.1623,550,0.635,0.683185,0.11,0.064834,2.333815,2270
claude_opus4.6,2,19,Co-Sb-Zr-O,"{""Co"": 0.9285245421799492, ""Sb"": 0.005562501918475885, ""Zr"": 0.06591295590157487}",Co:0.9285 Sb:0.0056 Zr:0.0659,550,0.64,0.649395,0.07,0.104446,2.331447,2269
claude_opus4.6,6,18,Co-Fe-Zr-O,"{""Co"": 0.7506547429533967, ""Fe"": 0.08436532089659422, ""Zr"": 0.164979936150009}",Co:0.7507 Fe:0.0844 Zr:0.1650,550,0.635,0.679319,0.055,0.065576,2.346266,2270
claude_opus4.6,1,20,Co-Hf-Zr-O,"{""Co"": 0.8939200041454616, ""Hf"": 0.086284815946529, ""Zr"": 0.019795179908009435}",Co:0.8939 Hf:0.0863 Zr:0.0198,400,0.635,0.639651,0.11,0.128307,2.337305,2268
claude_opus4.6,5,19,Co-Mn-Ti-O,"{'Co': 0.82021, 'Mn': 0.04888, 'Ti': 0.1309}",Co:0.8202 Mn:0.0489 Ti:0.1309,700,0.725,0.73501,0.045,0.074959,2.331447,2269
claude_opus4.6,10,17,Co-Nb-Zr-O,"{""Co"": 0.8381564933715236, ""Nb"": 0.081203527384317, ""Zr"": 0.08063997924415944}",Co:0.8382 Nb:0.0812 Zr:0.0806,550,0.63,0.652228,0.045,0.061435,2.33833,2271
claude_opus4.6,3,20,Co-Hf-Zr-O,"{""Co"": 0.8939200041454616, ""Hf"": 0.086284815946529, ""Zr"": 0.019795179908009435}",Co:0.8939 Hf:0.0863 Zr:0.0198,400,0.628,0.639651,0.09,0.128307,2.337355,2268
claude_opus4.6,7,19,Co-Nb-Zr-O,"{""Co"": 0.9261011513357204, ""Nb"": 0.04401896558177074, ""Zr"": 0.029879883082508794}",Co:0.9261 Nb:0.0440 Zr:0.0299,550,0.635,0.645971,0.075,0.035776,2.333293,2269
claude_opus4.6,4,18,Co-Mn-Zr-O,"{""Co"": 0.8842657492480784, ""Mn"": 0.07435492074650135, ""Zr"": 0.04137933000542019}",Co:0.8843 Mn:0.0744 Zr:0.0414,550,0.635,0.644252,0.08,0.182381,2.369488,2270
claude_opus4.6,9,19,Co-Mn-Ti-O,"{'Co': 0.80959, 'Mn': 0.03406, 'Ti': 0.15635}",Co:0.8096 Mn:0.0341 Ti:0.1563,700,0.715,0.730251,0.035,0.044257,2.331489,2269
claude_opus4.6,6,19,Co-Fe-Zr-O,"{""Co"": 0.8018703801169523, ""Fe"": 0.11821826135892122, ""Zr"": 0.07991135852412652}",Co:0.8019 Fe:0.1182 Zr:0.0799,550,0.628,0.679293,0.065,0.141847,2.346266,2269
claude_opus4.6,8,19,Co-Hf-Zr-O,"{""Co"": 0.6127436265711366, ""Hf"": 0.14559291750969552, ""Zr"": 0.24166345591916794}",Co:0.6127 Hf:0.1456 Zr:0.2417,550,0.655,0.71855,0.08,0.047575,2.333815,2269
claude_opus4.6,1,21,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",Co:0.8919 Hf:0.0828 Zr:0.0254,400,0.632,0.631938,0.11,0.095946,2.337305,2267
claude_opus4.6,5,20,Co-Hf-Zr-O,"{""Co"": 0.7398875460743165, ""Hf"": 0.09778125156169153, ""Zr"": 0.16233120236399187}",Co:0.7399 Hf:0.0978 Zr:0.1623,550,0.635,0.683185,0.09,0.064834,2.331447,2268
claude_opus4.6,2,20,Co-Mn-Ti-O,"{'Co': 0.80959, 'Mn': 0.03406, 'Ti': 0.15635}",Co:0.8096 Mn:0.0341 Ti:0.1563,700,0.69,0.730251,0.04,0.044257,2.331489,2268
claude_opus4.6,10,18,Co-Nb-Zr-O,"{""Co"": 0.8741137104765964, ""Nb"": 0.0, ""Zr"": 0.1258862895234036}",Co:0.8741 Nb:0.0000 Zr:0.1259,550,0.63,0.632519,0.055,0.060041,2.33836,2270
claude_opus4.6,3,21,Co-Hf-Zr-O,"{""Co"": 0.8630450427418843, ""Hf"": 0.11649746686640937, ""Zr"": 0.02045749039170634}",Co:0.8630 Hf:0.1165 Zr:0.0205,550,0.635,0.639732,0.09,0.125597,2.337355,2267
claude_opus4.6,7,20,Co-Nb-Zr-O,"{""Co"": 0.8593239793489539, ""Nb"": 0.04272475548422236, ""Zr"": 0.09795126516682379}",Co:0.8593 Nb:0.0427 Zr:0.0980,550,0.635,0.626091,0.05,0.062305,2.33836,2268
claude_opus4.6,1,22,Co-Hf-Zr-O,"{""Co"": 0.8373369739746543, ""Hf"": 0.12618943132263527, ""Zr"": 0.0364735947027104}",Co:0.8373 Hf:0.1262 Zr:0.0365,550,0.635,0.638224,0.065,0.127863,2.337305,2266
claude_opus4.6,6,20,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",Co:0.7477 Fe:0.1382 Zr:0.1141,550,0.635,0.676735,0.07,0.096884,2.346266,2268
claude_opus4.6,4,19,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",Co:0.7477 Fe:0.1382 Zr:0.1141,550,0.635,0.676735,0.065,0.096884,2.369488,2269
claude_opus4.6,8,20,Co-Mn-W-O,"{'Co': 0.8992492418019514, 'W': 0.07602502795255832, 'Mn': 0.024725730245490282}",Co:0.8992 Mn:0.0247 W:0.0760,550,0.64,0.658021,0.035,0.214145,2.333815,2268
claude_opus4.6,9,20,Co-Mn-Ti-O,"{'Co': 0.78039, 'Mn': 0.03562, 'Ti': 0.18398}",Co:0.7804 Mn:0.0356 Ti:0.1840,700,0.725,0.744653,0.038,0.084861,2.331489,2268
claude_opus4.6,5,21,Co-Hf-Zr-O,"{""Co"": 0.6502290941944644, ""Hf"": 0.15214844225985744, ""Zr"": 0.1976224635456782}",Co:0.6502 Hf:0.1521 Zr:0.1976,400,0.67,0.685995,0.08,0.131136,2.331447,2267
claude_opus4.6,10,19,Co-Nb-Zr-O,"{""Co"": 0.8571176429274906, ""Nb"": 0.0, ""Zr"": 0.14288235707250938}",Co:0.8571 Nb:0.0000 Zr:0.1429,550,0.628,0.621104,0.058,0.046837,2.369488,2269
claude_opus4.6,2,21,Co-Nb-Sn-O,"{'Co': 0.92741, 'Nb': 0.0477, 'Sn': 0.02489}",Co:0.9274 Nb:0.0477 Sn:0.0249,700,0.67,0.699735,0.035,0.004503,2.333571,2267
claude_opus4.6,3,22,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",Co:0.8919 Hf:0.0828 Zr:0.0254,400,0.628,0.631938,0.11,0.095946,2.337355,2266
claude_opus4.6,7,21,Co-Mn-Ti-O,"{'Co': 0.85661, 'Mn': 0.04923, 'Ti': 0.09416}",Co:0.8566 Mn:0.0492 Ti:0.0942,700,0.7,0.718664,0.01,0.069331,2.33836,2267
claude_opus4.6,6,21,Co-Nb-Zr-O,"{""Co"": 0.8593239793489539, ""Nb"": 0.04272475548422236, ""Zr"": 0.09795126516682379}",Co:0.8593 Nb:0.0427 Zr:0.0980,550,0.635,0.626091,0.065,0.062305,2.34672,2267
claude_opus4.6,1,23,Co-Hf-Zr-O,"{""Co"": 0.8630450427418843, ""Hf"": 0.11649746686640937, ""Zr"": 0.02045749039170634}",Co:0.8630 Hf:0.1165 Zr:0.0205,550,0.632,0.639732,0.085,0.125597,2.337305,2265
claude_opus4.6,8,21,Co-Hf-Zr-O,"{""Co"": 0.6502290941944644, ""Hf"": 0.15214844225985744, ""Zr"": 0.1976224635456782}",Co:0.6502 Hf:0.1521 Zr:0.1976,400,0.635,0.685995,0.11,0.131136,2.333815,2267
claude_opus4.6,9,21,Co-Hf-Zr-O,"{""Co"": 0.6502290941944644, ""Hf"": 0.15214844225985744, ""Zr"": 0.1976224635456782}",Co:0.6502 Hf:0.1521 Zr:0.1976,400,0.645,0.685995,0.11,0.131136,2.331489,2267
claude_opus4.6,5,22,Co-Mn-Ti-O,"{'Co': 0.80959, 'Mn': 0.03406, 'Ti': 0.15635}",Co:0.8096 Mn:0.0341 Ti:0.1563,700,0.715,0.730251,0.04,0.044257,2.331489,2266
claude_opus4.6,10,20,Co-Nb-Zr-O,"{""Co"": 0.8042304308868713, ""Nb"": 0.0, ""Zr"": 0.19576956911312876}",Co:0.8042 Nb:0.0000 Zr:0.1958,550,0.628,0.633657,0.052,0.072303,2.369488,2268
claude_opus4.6,4,20,Co-Fe-Zr-O,"{""Co"": 0.7506547429533967, ""Fe"": 0.08436532089659422, ""Zr"": 0.164979936150009}",Co:0.7507 Fe:0.0844 Zr:0.1650,550,0.628,0.679319,0.055,0.065576,2.369488,2268
claude_opus4.6,2,22,Co-Sb-Zr-O,"{""Co"": 0.7553729256605235, ""Sb"": 0.015253478736914995, ""Zr"": 0.22937359560256151}",Co:0.7554 Sb:0.0153 Zr:0.2294,550,0.635,1.041386,0.08,0.079945,2.333571,2266
claude_opus4.6,6,22,Co-Nb-Zr-O,"{""Co"": 0.9261011513357204, ""Nb"": 0.04401896558177074, ""Zr"": 0.029879883082508794}",Co:0.9261 Nb:0.0440 Zr:0.0299,550,0.62,0.645971,0.058,0.035776,2.348145,2266
claude_opus4.6,7,22,Co-Nb-Zr-O,"{""Co"": 0.8381564933715236, ""Nb"": 0.081203527384317, ""Zr"": 0.08063997924415944}",Co:0.8382 Nb:0.0812 Zr:0.0806,550,0.635,0.652228,0.05,0.061435,2.33836,2266
claude_opus4.6,3,23,Co-Hf-Zr-O,"{""Co"": 0.7398875460743165, ""Hf"": 0.09778125156169153, ""Zr"": 0.16233120236399187}",Co:0.7399 Hf:0.0978 Zr:0.1623,550,0.645,0.683185,0.085,0.064834,2.337355,2265
claude_opus4.6,1,24,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",Co:0.8068 Hf:0.0856 Zr:0.1076,400,0.635,0.666918,0.085,0.140154,2.337305,2264
claude_opus4.6,9,22,Co-Mn-Ti-O,"{'Co': 0.73931, 'Mn': 0.03869, 'Ti': 0.22201}",Co:0.7393 Mn:0.0387 Ti:0.2220,700,0.73,0.758984,0.035,0.029,2.331489,2266
claude_opus4.6,5,23,Co-Mn-Ti-O,"{'Co': 0.78039, 'Mn': 0.03562, 'Ti': 0.18398}",Co:0.7804 Mn:0.0356 Ti:0.1840,700,0.715,0.744653,0.04,0.084861,2.331489,2265
